,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Location
1564,06/12/2015,12:22:23,indian,female,fat,22.0,yes,young,30.0,0.0,21.0,3.132652851,101.7155649,"Pudu, Kuala Lumpur, Malaysia"
1565,08/01/2016,23:56:57,foreigner,male,moderate,19.0,yes,toddler,30.0,2.0,19.0,3.188994172,101.7179349,"Jalan Ayer Pusing, Semarak, Kuala Lumpur, 53200, Malaysia"
1566,02/12/2015,10:27:10,indian,female,moderate,45.0,no,young,18.0,1.0,15.0,3.128134202,101.744535,"Lorong Bunga Melati 2C/1, Taman Maju Jaya, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 51500, Malaysia"
1567,11/12/2015,22:13:35,malay,male,thin,49.0,yes,toddler ,53.0,0.0,7.0,3.122997104,101.7580177,"Jalan Bunga Kemboja 1, Taman Muda, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 55300, Malaysia"
1568,07/12/2015,17:52:44,foreigner,female,moderate,40.0,no,toddler,49.0,1.0,17.0,3.153713325,101.7823562,"Lengkungan Bukit Indah 3/14, The Valley TTDI, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 68000, Malaysia"
1569,07/12/2015,19:54:23,indian,female,moderate,57.0,yes,toddler,15.0,2.0,20.0,3.179048565,101.7525583,"Jalan Taman Setiawangsa, Setiawangsa, Kuala Lumpur, 54200, Malaysia"
1570,08/01/2016,6:14:12,indian,male,thin,49.0,yes,young,45.0,3.0,14.0,3.135995264,101.7536047,"Block R3, Jalan Pandan Indah 6/1, Taman Cempaka, Pandan Indah, Ampang, Kuala Lumpur, Hulu Langat, Selangor, 55100, Malaysia"
1571,14/02/2016,19:14:24,indian,female,moderate,29.0,no,no_kids,21.0,4.0,16.0,3.15570373,101.7230281,"Samsung Electronics Malaysia, Jalan Tun Razak, Kuala Lumpur, 50450, Malaysia"
1572,24/02/2016,11:38:18,foreigner,male,thin,24.0,no,no_kids,19.0,3.0,21.0,3.105967363,101.7451219,"BHPetrol Jalan Kuari, Jalan 20, Taman Cheras, Kampung Cheras Baru, Kuala Lumpur, 56100, Malaysia"
1573,20/01/2016,13:50:29,indian,male,moderate,26.0,no,young,27.0,2.0,7.0,3.120411194,101.7332723,"Kompleks Seri Bintang, Jalan 2/91A, Pudu Ulu, Cheras, Kuala Lumpur, 51500, Malaysia"
1574,21/01/2016,23:23:34,malay,female,thin,47.0,no,toddler ,25.0,4.0,11.0,3.086258934,101.7595308,"Jalan Awana 4, Taman Cheras Awana, Cheras, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
1575,03/12/2015,19:04:47,foreigner,female,thin,40.0,no,no_kids,39.0,2.0,18.0,3.09255653,101.7642957,"C, Jalan SP 1/1, Taman Segar Perdana, Cheras, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
1576,15/02/2016,15:36:55,malay,male,moderate,49.0,yes,toddler ,36.0,0.0,16.0,3.109313561,101.713744,"59, Jalan Jelawat 1, Taman Ikan Emas, Cheras, Kuala Lumpur, 55200, Malaysia"
1577,30/12/2015,0:58:30,foreigner,male,moderate,23.0,no,toddler ,14.0,2.0,13.0,3.153188151,101.786263,"Kampung Lembah Jaya Selatan, Kampung Muhibbah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
1578,10/12/2015,6:14:43,indian,female,moderate,47.0,yes,baby,43.0,1.0,20.0,3.133241385,101.7761515,"Jalan Ikan Emas 7, Taman Dagang Jaya, Kampung Indah Permai, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
1579,11/02/2016,22:00:03,indian,female,thin,39.40782991962665,no,no_kids,35.0,1.0,16.0,3.09298404,101.7442061,"Jalan Bayu Segar Utama, Bayu Segar, Cheras, Kuala Lumpur, 56100, Malaysia"
1580,06/12/2015,11:57:54,malay,female,fat,54.0,yes,young,59.0,2.0,21.0,3.162263731,101.7324006,"IPPF/ESEAO Regional Office - Main Building, 246, Lorong Enau, Taman U-Thant, Kuala Lumpur, 50450, Malaysia"
1581,23/01/2016,16:25:04,indian,female,fat,42.0,no,toddler,48.0,3.0,21.0,3.100541877,101.7005143,"Bandar Sri Permaisuri, Salak Selatan, Kuala Lumpur, 58100, Malaysia"
1582,04/02/2016,10:44:49,foreigner,male,fat,54.0,yes,young,32.0,5.0,21.0,3.129293389,101.7649394,"Taman Komersial Pandan Indah, Kampung Tasik Tambahan, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
1583,13/01/2016,9:00:44,malay,female,fat,41.0,no,toddler,20.0,3.0,21.0,3.196772083,101.7401673,"Jalan Wangsa Delima 9, Wangsa Link, Wangsa Maju, Kuala Lumpur, 53300, Malaysia"
1584,18/02/2016,17:13:29,chinese,female,moderate,23.0,yes,young,17.0,4.0,7.0,3.119031472,101.7298564,"Jalan 1/92B, Pudu Ulu, Cheras, Kuala Lumpur, 51500, Malaysia"
1585,01/02/2016,5:36:47,chinese,female,thin,59.0,no,toddler,41.0,1.0,8.0,3.096346769,101.7390194,"Jalan Desa Aman 1, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
1586,15/02/2016,12:16:37,indian,female,thin,39.0,no,toddler ,31.0,3.0,11.0,3.156157748,101.7543844,"Sports Planet Ampang, Lebuhraya Bertingkat Sungai Besi–Ulu Klang, Taman Sri Ampang, Kampung Indah Permai, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
1587,17/01/2016,17:00:42,malay,male,moderate,39.40782991962665,no,toddler,49.0,4.0,15.0,3.087500018,101.7552839,"SP7 Taman Segar Perdana, Cheras, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
1588,15/02/2016,10:27:36,malay,male,fat,56.0,yes,baby,14.0,3.0,13.0,3.160466774,101.7436176,"Bangunan Risda (KL2290), Jalan Ampang, Ampang Hilir, Kuala Lumpur, 50538, Malaysia"
1589,22/12/2015,15:48:09,malay,female,fat,27.0,yes,toddler,51.0,5.0,18.0,3.191667962,101.7220065,"Sky Awani 3 Residences, Jalan Santuari 2, Taman Setapak Jaya, Semarak, Kuala Lumpur, 53300, Malaysia"
1590,19/12/2015,22:59:37,malay,male,moderate,33.0,no,young,22.0,0.0,14.0,3.181278842,101.7145817,"Lorong Ayer Bersih 5, Semarak, Kuala Lumpur, 53200, Malaysia"
1591,28/02/2016,23:32:20,malay,female,moderate,38.0,no,toddler,39.0,3.0,15.0,3.115347805,101.717299,"15, Lebuhraya Sungai Besi, Bandar Sri Permaisuri, Cheras, Kuala Lumpur, 55200, Malaysia"
1592,14/12/2015,5:02:43,indian,female,thin,59.0,no,toddler ,15.0,2.0,13.0,3.185011858,101.769438,"Jalan Bukit Jaya 6A, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
1593,24/02/2016,10:08:32,foreigner,female,fat,45.0,no,baby,55.0,5.0,8.0,3.136416811,101.7326339,"Jalan Pria 2, Maluri, Kampung Pandan, Kuala Lumpur, 50988, Malaysia"
1594,07/12/2015,17:39:34,chinese,male,moderate,35.0,no,no_kids,17.0,5.0,12.0,3.087514799,101.7613255,"Taman Cheras Awana, Cheras, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
1595,18/01/2016,2:02:57,malay,male,thin,49.0,no,toddler,32.0,0.0,8.0,3.193909635,101.7681087,"Jalan Andaman 3, Taman Ukay Bistari, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
1596,10/01/2016,21:34:32,chinese,female,fat,46.0,no,toddler,53.0,1.0,18.0,3.112120484,101.7225785,"36, Jalan 3/89A, Taman Tenaga, Cheras, Kuala Lumpur, 55300, Malaysia"
1597,27/12/2015,5:13:57,foreigner,male,moderate,29.0,yes,no_kids,59.0,0.0,8.0,3.133323332,101.7352654,"Jalan Jejaka, Maluri, Cheras, Kuala Lumpur, 50988, Malaysia"
1598,31/12/2015,20:55:09,chinese,female,fat,57.0,no,toddler,19.0,4.0,20.0,3.112037903,101.769269,"Jalan Teratai 2/7G, Taman Bukit Teratai, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 56100, Malaysia"
1599,06/12/2015,16:13:07,malay,female,thin,45.0,no,young,18.0,5.0,14.0,3.17392199,101.7617269,"Jalan Hill View 2334, Taman Sri Ukay, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
1600,16/12/2015,3:28:15,indian,male,moderate,53.0,yes,no_kids,22.0,3.0,15.0,3.049713911,101.6508144,"Bandar Kinrara 9, Bandar Kinrara, Subang Jaya, Petaling, Selangor, 47180, Malaysia"
1601,02/02/2016,22:05:28,malay,male,fat,24.0,no,toddler,48.0,1.0,19.0,3.094409521,101.5592956,"Lebuhraya Baru Lembah Klang, Section U1, Glenmarie, Shah Alam, Petaling, Selangor, 40250, Malaysia"
1602,07/01/2016,20:30:35,foreigner,female,thin,39.40782991962665,yes,no_kids,41.0,3.0,9.0,3.134705877,101.6322977,"Jalan Damansara, Kuala Lumpur, 60000, Malaysia"
1603,29/01/2016,0:42:50,malay,female,thin,24.0,yes,toddler ,32.0,5.0,21.0,3.139213365,101.5965905,"Lebuhraya Baru Lembah Klang, Petaling Jaya, Petaling, Selangor, 47410, Malaysia"
1604,19/02/2016,21:55:32,foreigner,male,thin,25.0,yes,toddler,47.0,5.0,16.0,3.164773774,101.5930466,"Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1605,02/01/2016,5:54:30,chinese,female,fat,53.0,no,no_kids,29.0,2.0,15.0,3.121380306,101.6512653,"Fakulti Seni & Sains Sosial, Lengkok Bahasa, Kuala Lumpur, 50603, Malaysia"
1606,01/02/2016,10:11:18,chinese,female,thin,39.40782991962665,yes,toddler ,36.0,5.0,11.0,3.146864396,101.5660779,"Damansara–Shah Alam Elevated Expressway, Puncak Perdana, Seksyen U10, Subang, Shah Alam, Petaling, Selangor, 47820, Malaysia"
1607,11/12/2015,9:52:08,malay,male,moderate,49.0,yes,toddler ,49.0,3.0,21.0,3.153481884,101.6491987,"The Bread Shop, Jalan Setiakasih 5, Bukit Damansara, Kuala Lumpur, 50490, Malaysia"
1608,13/12/2015,0:34:23,indian,male,moderate,40.0,yes,toddler ,23.0,5.0,14.0,3.159965839,101.6054327,"Jalan PJU 7/17, Mutiara Homes, Mutiara Damansara, Petaling Jaya, Petaling, Selangor, 46800, Malaysia"
1609,03/02/2016,6:13:01,malay,female,fat,28.0,yes,young,40.0,3.0,9.0,3.159933521,101.5641169,"Jalan Sungai Buloh - Subang, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1610,30/12/2015,20:52:34,chinese,female,thin,44.0,no,toddler ,13.0,4.0,15.0,3.083211145,101.6456119,"Chapati King, Jalan Pasar 1/21, Seksyen 2, PJ Old Town, Petaling Jaya, Petaling, Selangor, 46000, Malaysia"
1611,29/02/2016,7:08:54,indian,female,thin,27.0,yes,young,50.0,3.0,12.0,3.054609126,101.5973256,"Jalan Subang 2, USJ 1, UEP Subang Jaya, Puchong, Subang Jaya, Petaling, Selangor, 47200, Malaysia"
1612,23/12/2015,7:47:08,malay,male,fat,39.40782991962665,no,no_kids,54.0,2.0,21.0,3.164680227,101.602249,"Damansara–Shah Alam Elevated Expressway, Puncak Perdana, Seksyen U10, Subang, Shah Alam, Petaling, Selangor, 47820, Malaysia"
1613,20/12/2015,6:56:21,foreigner,female,moderate,52.0,yes,baby,54.0,1.0,9.0,3.060418922,101.6036145,"PJS 11, Bandar Sunway, Subang Jaya, Petaling, Selangor, 41100, Malaysia"
1614,06/12/2015,11:25:49,chinese,female,thin,45.0,no,toddler ,39.0,1.0,11.0,3.147445014,101.5889147,"Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1615,06/01/2016,13:37:11,chinese,female,fat,33.0,no,toddler,32.0,5.0,14.0,3.170870069,101.6532264,"Mont Kiara International School, Jalan Kiara, Mont Kiara, Kuala Lumpur, 50480, Malaysia"
1616,22/02/2016,17:04:28,malay,male,moderate,55.0,yes,young,38.0,4.0,19.0,3.071592211,101.5659459,"Tower B, Paloma Serviced Residences & Courtyard Villas at Tropicana Metropark, Jalan MP 1, Tropicana Metropark, Batu Tiga, Subang Jaya, Petaling, Selangor, 40150, Malaysia"
1617,06/12/2015,6:27:13,chinese,female,fat,27.0,yes,toddler,19.0,2.0,11.0,3.089275897,101.6046373,"Jalan SS 7/1, SS7, Petaling Jaya, Petaling Jaya, Petaling, Selangor, 43701, Malaysia"
1618,15/02/2016,23:59:23,indian,female,moderate,30.0,yes,baby,60.0,2.0,12.0,3.070147386,101.5812081,"SMK Subang Utama, Jalan SS 18/1B, SS 18, Pusat Bandar Subang Jaya, Subang Jaya, Petaling, Selangor, 47500, Malaysia"
1619,27/12/2015,6:26:57,indian,male,fat,52.0,yes,toddler,35.67082167387433,1.0,12.0,3.174467224,101.6299577,"Kampung Palimbayan Indah, Kuala Lumpur, 52200, Malaysia"
1620,22/02/2016,18:59:39,foreigner,female,moderate,25.0,yes,young,15.0,5.0,14.0,3.129401353,101.6292445,"Jalan 19/26, Seksyen 19, Damansara Utama, Petaling Jaya, Petaling, Selangor, 47308, Malaysia"
1621,13/12/2015,20:29:18,malay,male,fat,51.0,no,no_kids,60.0,2.0,9.0,3.0494136,101.5713156,"Jalan USJ 3B/4, USJ 3, UEP Subang Jaya, Subang Jaya, Petaling, Selangor, 47620, Malaysia"
1622,08/12/2015,7:59:55,indian,female,moderate,37.0,yes,no_kids,35.67082167387433,4.0,8.0,3.142007092,101.6299668,"Perumahan Abang HJ Openg, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, TTDI, Kuala Lumpur, 60000, Malaysia"
1623,22/01/2016,6:10:06,indian,female,moderate,21.0,yes,baby,23.0,3.0,20.0,3.163672759,101.6166372,"BMW Ingress, Jalan Damansara, Kampung Sungai Penchala, Kuala Lumpur, 47820, Malaysia"
1624,19/02/2016,9:48:50,chinese,male,thin,35.0,no,toddler,40.0,2.0,17.0,3.123932489,101.5972828,"Jalan BM 1/4, Taman Bukit Mayang Mas, Petaling Jaya, Petaling, Selangor, 47410, Malaysia"
1625,30/12/2015,0:27:20,foreigner,female,fat,53.0,no,toddler,37.0,5.0,14.0,3.158778937,101.644083,"Jalan Lanai Kiara, Bukit Kiara, Kuala Lumpur, 50490, Malaysia"
1626,01/12/2015,3:07:43,foreigner,male,thin,27.0,yes,toddler ,35.67082167387433,4.0,15.0,3.109733923,101.5950122,"Mayang Court Apartments, Jalan PJU 1A/4F, SS 6, Kelana Jaya, Petaling Jaya, Petaling, Selangor, 47301, Malaysia"
1627,26/02/2016,9:52:50,foreigner,male,fat,51.0,yes,toddler,12.0,2.0,21.0,3.0558209,101.6379087,"Jalan 23, Taman Bukit Kuchai, Puchong, Subang Jaya, Petaling, Selangor, 47170, Malaysia"
1628,18/02/2016,20:00:47,malay,male,moderate,42.0,no,toddler,56.0,5.0,12.0,3.139495038,101.6015638,"Bukit Utama Golf Course, Changkat Bukit Utama, Bandar Utama, Petaling Jaya, Petaling, Selangor, 47410, Malaysia"
1629,13/02/2016,10:10:15,indian,female,fat,22.0,no,toddler,59.0,4.0,14.045362392295996,3.116868666,101.6486179,"Jalan 12/5, Seksyen 12, PJ State, Petaling Jaya, Petaling, Selangor, 50603, Malaysia"
1630,04/12/2015,14:13:50,indian,female,fat,35.0,yes,toddler ,35.67082167387433,4.0,7.0,3.166992186,101.5747724,"Seksyen 7, Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1631,31/01/2016,23:46:11,malay,male,fat,59.0,no,toddler,31.0,4.0,16.0,3.16314014,101.6088288,"10, Mutiara Damansara, Petaling Jaya, Petaling, Selangor, 46800, Malaysia"
1632,06/02/2016,7:40:54,chinese,male,thin,60.0,no,toddler,27.0,4.0,19.0,3.063307787,101.5884092,"Lebuhraya Shah Alam, Subang Jaya, Petaling, Selangor, 47200, Malaysia"
1633,17/12/2015,1:19:22,chinese,male,fat,50.0,yes,toddler ,54.0,4.0,17.0,3.141361448,101.6483482,"Institut Tadbiran Awam Negara, Lebuhraya Sprint, Bukit Kiara, Kuala Lumpur, 46350, Malaysia"
1634,12/02/2016,3:53:58,indian,female,fat,49.0,yes,baby,35.67082167387433,2.0,13.0,3.063607703,101.6191197,"Kampung Lembah Kinrara, Subang Jaya, Petaling, Selangor, 41100, Malaysia"
1635,23/02/2016,23:27:24,foreigner,male,thin,39.40782991962665,yes,young,30.0,5.0,21.0,3.140176614,101.5847727,"Tropicana Golf & Country Resort, Petaling Jaya, Petaling, Selangor, 47410, Malaysia"
1636,26/01/2016,8:32:09,foreigner,female,fat,18.0,no,toddler,22.0,4.0,14.045362392295996,3.150727286,101.5669698,"Toshiba Transmission & Distribution Systems, Jalan Teknologi, Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1637,01/02/2016,13:04:57,indian,female,fat,54.0,no,baby,44.0,1.0,20.0,3.081255903,101.5563779,"Jalan Penyelenggara U1/77, Prima U1, Shah Alam, Petaling, Selangor, 40675, Malaysia"
1638,26/01/2016,23:19:44,foreigner,male,fat,29.0,yes,no_kids,54.0,2.0,16.0,3.11660696,101.5834604,"Ara Damansara, Petaling Jaya, Petaling, Selangor, 47301, Malaysia"
1639,18/01/2016,23:51:41,malay,male,thin,39.40782991962665,no,young,34.0,1.0,18.0,3.059538267,101.6470553,"Jalan Kinrara 1, Bukit Jalil, Subang Jaya, Petaling, Selangor, 47180, Malaysia"
1640,18/12/2015,11:39:36,foreigner,female,moderate,18.0,yes,baby,28.0,1.0,19.0,3.07574458,101.6147595,"6, Lorong PJS 6/3B, PJS 6, Bandar Sunway, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
1641,27/01/2016,23:03:53,chinese,male,moderate,37.0,no,young,60.0,3.0,21.0,3.085527758,101.6178679,"Jalan SS 9/7, SS9A Sungai Way, Sungai Way, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
1642,10/12/2015,19:27:03,malay,male,moderate,30.0,yes,toddler,28.0,3.0,19.0,3.136973948,101.6310609,"TTDI Plaza, Jalan Damansara, Kuala Lumpur, 60000, Malaysia"
1643,01/02/2016,7:54:05,indian,male,thin,54.0,no,no_kids,41.0,2.0,8.0,3.088787988,101.5611945,"Jalan Jururancang U1/21, Section U1, Glenmarie, Shah Alam, Petaling, Selangor, 40250, Malaysia"
1644,18/02/2016,14:31:58,malay,male,thin,39.40782991962665,yes,no_kids,49.0,5.0,21.0,3.164250437,101.6561615,"D, Jalan Sri Hartamas 17, Desa Sri Hartamas, Kuala Lumpur, 50480, Malaysia"
1645,17/02/2016,15:40:28,chinese,female,thin,59.0,no,toddler,51.0,2.0,13.0,3.168141251,101.5648359,"Shah Alam, Petaling, Selangor, 47810, Malaysia"
1646,03/01/2016,5:43:48,malay,female,moderate,26.0,no,young,16.0,0.0,7.0,3.154556623,101.6063842,"Jalan BU 5/1, BU5, Bandar Utama, Petaling Jaya, Petaling, Selangor, 47800, Malaysia"
1647,05/12/2015,16:24:27,chinese,female,fat,26.0,no,young,33.0,3.0,16.0,3.133993954,101.6193321,"Jalan SS 21/7, SS 21, Damansara Utama, Petaling Jaya, Petaling, Selangor, 47400, Malaysia"
1648,17/12/2015,1:46:26,chinese,male,moderate,58.0,no,toddler,11.0,4.0,16.0,3.120946656,101.6258582,"SS 2, Petaling Jaya, Petaling, Selangor, 57300, Malaysia"
1649,10/02/2016,5:18:48,indian,female,thin,56.0,yes,no_kids,23.0,0.0,19.0,3.131870707,101.6157401,"SMK Damansara Jaya, Jalan SS 22 A/1, SS 22A, Damansara Jaya, Petaling Jaya, Petaling, Selangor, 47400, Malaysia"
1650,01/02/2016,23:14:02,indian,male,thin,54.0,no,baby,25.0,2.0,11.0,3.068240546,101.6454132,"Taman Kinrara Seksyen 1, Subang Jaya, Petaling, Selangor, 47180, Malaysia"
1651,24/12/2015,5:50:50,malay,male,moderate,43.0,no,baby,58.0,3.0,17.0,3.150304626,101.6556543,"Pinggiran Setiabudi, Bukit Damansara, Kuala Lumpur, 50490, Malaysia"
1652,01/03/2016,6:56:46,malay,female,moderate,56.0,no,no_kids,54.0,5.0,20.0,3.155444469,101.6163252,"Lorong Rahim Kajai 1, Taman Tun Dr Ismail, TTDI, Kuala Lumpur, 60000, Malaysia"
1653,08/12/2015,16:39:56,chinese,female,moderate,39.40782991962665,yes,toddler ,37.0,1.0,20.0,3.172299457,101.6237143,"Jalan Penchala Indah, Kampung Palimbayan Indah, Kuala Lumpur, 47820, Malaysia"
1654,23/12/2015,2:27:13,indian,female,moderate,38.0,no,no_kids,41.0,2.0,17.0,3.090723595,101.5744036,"Temasya Anggun, Glenmarie, Shah Alam, Petaling, Selangor, 40250, Malaysia"
1655,31/12/2015,5:16:18,chinese,male,thin,19.0,yes,young,17.0,5.0,10.0,3.130256271,101.6321509,"34, Jalan 17A/5, Seksyen 17A (Kampung Seri Damansara), Seksyen 17, Damansara Utama, Petaling Jaya, Petaling, Selangor, 47308, Malaysia"
1656,19/02/2016,1:29:38,chinese,female,fat,26.0,no,baby,23.0,1.0,10.0,3.159801065,101.5857111,"Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1657,28/12/2015,6:14:27,indian,female,thin,31.0,no,no_kids,18.0,3.0,15.0,3.170261208,101.6158566,"Lebuhraya Damansara–Puchong, Mutiara Damansara, Petaling Jaya, Petaling, Selangor, 47820, Malaysia"
1658,17/01/2016,17:22:21,malay,male,moderate,51.0,yes,baby,54.0,0.0,13.0,3.14621905,101.6395625,"Bukit Kiara Equestrian & Country Resort, Persiaran Bukit Kiara, Bukit Kiara, Bukit Damansara, Kuala Lumpur, 50490, Malaysia"
1659,12/12/2015,6:07:57,foreigner,female,fat,22.0,no,baby,46.0,5.0,11.0,3.174196204,101.5861954,"Jalan Rimba Riang 9/15, Kota Damansara, Petaling Jaya, Petaling, Selangor, 47930, Malaysia"
1660,26/02/2016,17:24:48,foreigner,female,fat,39.40782991962665,yes,no_kids,40.0,3.0,17.0,3.101788319,101.6490211,"7, Jalan Pantai 9/7, Seksyen 9, PJ State, Petaling Jaya, Petaling, Selangor, 46000, Malaysia"
1661,17/02/2016,2:15:35,malay,female,moderate,47.0,no,no_kids,26.0,4.0,11.0,3.161187097,101.5974371,"Lebuhraya Baru Lembah Klang, Mutiara Damansara, Petaling Jaya, Petaling, Selangor, 46800, Malaysia"
1662,31/12/2015,14:31:41,chinese,female,fat,45.0,yes,toddler,38.0,0.0,10.0,3.111849831,101.6301913,"The Sports Garage, Jalan 19/1, Seksyen 19, Petaling Jaya, Petaling, Selangor, 57300, Malaysia"
1663,29/02/2016,0:34:14,indian,female,thin,59.0,yes,no_kids,51.0,1.0,20.0,3.057278229,101.59416,"Persiaran Subang, UEP Subang Jaya, Puchong, Subang Jaya, Petaling, Selangor, 47200, Malaysia"
1664,04/01/2016,4:36:28,foreigner,female,thin,34.0,no,no_kids,16.0,3.0,7.0,3.07676122,101.6097616,"Jalan PJS 8/9, PJS 8, Sungai Way, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
1665,24/01/2016,15:33:44,chinese,male,moderate,20.0,no,toddler,25.0,3.0,21.0,3.1528051,101.5697092,"Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1666,20/02/2016,5:08:57,malay,female,fat,56.0,yes,baby,14.0,1.0,14.0,3.1816481,101.6044384,"Persiaran Meranti, Bandar Sri Damansara, Petaling Jaya, Petaling, Selangor, 52200, Malaysia"
1667,05/01/2016,9:30:41,foreigner,male,moderate,30.0,no,young,42.0,0.0,11.0,3.152927962,101.5926251,"BannerSHOP Kota Damansara, 11-1, Jalan PJU 5/11, Dataran Sunway Kota Damansara, Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1668,10/02/2016,7:33:35,malay,female,thin,39.0,no,toddler ,48.0,4.0,16.0,3.114644808,101.6557053,"Kolej Kediaman Ibnu Sina (KK6), Persiaran Gagasan, Bangsar, Kuala Lumpur, 50603, Malaysia"
1669,29/01/2016,2:22:56,malay,female,moderate,20.0,yes,baby,14.0,3.0,8.0,3.14180712,101.5589695,"Ara Damansara, Petaling Jaya, Petaling, Selangor, 47302, Malaysia"
1670,07/01/2016,8:33:42,foreigner,female,thin,19.0,no,baby,26.0,1.0,12.0,3.080221855,101.5830304,"Maybank, Persiaran Kemajuan, Pusat Bandar Subang Jaya, Subang Jaya, Petaling, Selangor, 47500, Malaysia"
1671,07/02/2016,12:14:44,malay,male,thin,56.0,yes,toddler ,58.0,3.0,13.0,3.177908539,101.6355905,"Thunder Valley, Kuala Lumpur, 52200, Malaysia"
1672,23/01/2016,7:24:16,foreigner,female,moderate,51.0,no,young,41.0,2.0,16.0,3.140244033,101.5635012,"Ara Damansara, Petaling Jaya, Petaling, Selangor, 47302, Malaysia"
1673,14/12/2015,19:03:40,foreigner,male,fat,59.0,no,toddler ,22.0,2.0,8.0,3.157066683,101.5750391,"Jalan Cecawi 6/24, Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1674,20/12/2015,7:14:54,foreigner,female,fat,39.40782991962665,no,toddler ,40.0,1.0,15.0,3.069040926,101.6458161,"Balai Masyarakat Taman Kinrara, Jalan Taman Kinrara 1/14, Taman Kinrara Seksyen 1, Subang Jaya, Petaling, Selangor, 47180, Malaysia"
1675,09/12/2015,1:12:37,chinese,female,moderate,40.0,yes,baby,11.0,2.0,8.0,3.049724197,101.562845,"Petron, Lebuhraya Shah Alam, Subang Jaya, Petaling, Selangor, 47600, Malaysia"
1676,20/02/2016,2:44:35,malay,female,fat,36.0,no,young,16.0,2.0,7.0,3.172600266,101.5822368,"Temuan Trail, Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Malaysia"
1677,08/02/2016,9:37:47,foreigner,male,thin,45.0,yes,young,43.0,4.0,8.0,3.153105561,101.6240141,"Jalan Burhanuddin Helmi, Taman Tun Dr Ismail, TTDI, Kuala Lumpur, 60000, Malaysia"
1678,02/12/2015,10:39:45,foreigner,female,moderate,41.0,no,toddler ,48.0,4.0,21.0,3.064129464,101.6382025,"Jalan TK 4/3, Taman Kinrara Seksyen 4, Subang Jaya, Petaling, Selangor, 47170, Malaysia"
1679,30/12/2015,22:18:53,foreigner,male,fat,41.0,yes,no_kids,19.0,2.0,14.0,3.076917211,101.6279541,"Jalan PJS 2D/7, PJS 2, Petaling Jaya Selatan, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
1680,06/12/2015,8:44:48,chinese,male,thin,28.0,no,toddler,49.0,5.0,14.0,3.100227686,101.6124359,"Jalan SS 3/76, SS 3, Kelana Jaya, Petaling Jaya, Petaling, Selangor, 47300, Malaysia"
1681,19/02/2016,9:15:57,chinese,male,moderate,39.40782991962665,no,baby,50.0,0.0,20.0,3.176201806,101.5830221,"Kota Damansara, Petaling Jaya, Petaling, Selangor, 47930, Malaysia"
1682,10/01/2016,22:42:11,indian,female,moderate,21.0,no,toddler ,50.0,4.0,8.0,3.089510081,101.5864565,"Temasya Sinar, Glenmarie, Shah Alam, Petaling, Selangor, 43701, Malaysia"
